timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T08:00:12+00:00,0.00329366694943598,284.444444444444,2020-02-10T07:52:48+00:00,2020-02-10T10:10:04+00:00
2020-02-11T12:00:12+00:00,0.003464868196112,284.444444444444,2020-02-11T08:40:27+00:00,2020-02-11T11:18:14+00:00
