timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:22:01+00:00,141.222099375156,209.524833154888,4.9742937419492,0.0780000000000001,0.115,0.041,2020-02-10T22:09:17+00:00,2020-02-10T22:10:30+00:00,2020-02-10T22:13:58+00:00,2020-02-10T22:08:25+00:00,2020-02-10T22:08:25+00:00,2020-02-10T22:08:25+00:00
2020-02-11T23:00:22+00:00,141.222099375156,135.406342796253,4.9742965250707,0.089,0.129,0.049,2020-02-10T22:09:17+00:00,2020-02-11T22:16:16+00:00,2020-02-11T22:19:47+00:00,2020-02-11T22:13:14+00:00,2020-02-11T22:13:14+00:00,2020-02-11T22:13:14+00:00
