timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:21:58+00:00,87.3493103813524,100.828314268043,4.66331571606772,0.0366666666666666,0.07,0.00333333333333333,2020-02-11T08:05:14+00:00,2020-02-11T08:13:09+00:00,2020-02-11T09:31:55+00:00,2020-02-11T07:57:31+00:00,2020-02-11T07:57:31+00:00,2020-02-11T07:57:31+00:00
2020-02-12T08:00:21+00:00,78.5149813307655,98.7392249137967,4.66331989573319,0.0183333333333333,0.0333333333333333,0.0033333333333333,2020-02-12T07:17:08+00:00,2020-02-12T07:17:37+00:00,2020-02-12T07:33:54+00:00,2020-02-12T07:16:16+00:00,2020-02-12T07:16:16+00:00,2020-02-12T07:16:16+00:00
