timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:21:50+00:00,0.00170043762652218,284.444444444444,2020-02-11T08:35:45+00:00,2020-02-11T11:18:14+00:00
2020-02-12T09:00:13+00:00,0.00172348471580197,284.444444444444,2020-02-12T07:33:45+00:00,2020-02-12T08:55:14+00:00
