timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:21:50+00:00,0.033021499647632,1041.77777777778,2020-02-11T09:26:36+00:00,2020-02-11T11:18:14+00:00
2020-02-12T09:00:13+00:00,0.0228481589168791,1041.77777777778,2020-02-12T07:46:46+00:00,2020-02-12T08:55:14+00:00
