Q0,Q1,Q2,Q3,Q4
0,0.00771628449973372,0,0,0
0.00771628449973372,0,0.00744805397380971,0.0176591628387356,0
0,0.00744805397380971,0,0,0
0,0.0176591628387356,0,0,0.00631875834344162
0,0,0,0.00631875834344162,0
