Q0,Q1,Q2,Q3,Q4
0,0.0136495866861319,0.01597378245809,0,0
0.0136495866861319,0,0.0159720185226229,0,0
0.01597378245809,0.0159720185226229,0,0.0143717804094448,0.01735752081086
0,0,0.0143717804094448,0,0.0144519589226359
0,0,0.01735752081086,0.0144519589226359,0
