timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:21:54+00:00,70.7472635935644,30.1846485495314,5.02368819294832,0.04,0.044,0.036,2020-02-11T08:10:31+00:00,2020-02-11T08:13:03+00:00,2020-02-11T08:34:13+00:00,2020-02-11T08:09:41+00:00,2020-02-11T08:09:41+00:00,2020-02-11T08:09:41+00:00
2020-02-12T09:00:16+00:00,93.7441848683205,35.2858053233857,5.02368686655236,0.0590000000000001,0.066,0.052,2020-02-12T08:11:12+00:00,2020-02-12T08:12:51+00:00,2020-02-12T08:33:43+00:00,2020-02-12T08:10:22+00:00,2020-02-12T08:10:22+00:00,2020-02-12T08:10:22+00:00
