timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:21:54+00:00,119.172169805589,79.5680485339023,4.81950674631857,0.024,0.022,0.026,2020-02-11T08:10:31+00:00,2020-02-11T08:11:43+00:00,2020-02-11T08:34:13+00:00,2020-02-11T08:09:41+00:00,2020-02-11T08:09:41+00:00,2020-02-11T08:09:41+00:00
2020-02-12T09:00:16+00:00,64.7492292280866,60.5130490416169,4.81951512541437,0.024,0.04,0.008,2020-02-12T08:11:12+00:00,2020-02-12T08:11:38+00:00,2020-02-12T08:33:43+00:00,2020-02-12T08:10:22+00:00,2020-02-12T08:10:22+00:00,2020-02-12T08:10:22+00:00
