timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:21:48+00:00,0,0,2020-02-11T09:41:21+00:00,2020-02-11T10:20:16+00:00
2020-02-12T10:00:10+00:00,0,0,2020-02-12T09:25:10+00:00,2020-02-12T09:52:59+00:00
