timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:21:55+00:00,0.0630012499058883,241.777777777778,2020-02-11T10:07:16+00:00,2020-02-11T10:53:49+00:00
2020-02-12T12:00:36+00:00,0.0119277190143462,241.777777777778,2020-02-12T10:48:14+00:00,2020-02-12T11:25:28+00:00
