timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:21:52+00:00,0.00677464124315225,227.555555555556,2020-02-11T07:12:43+00:00,2020-02-11T07:20:04+00:00
2020-02-12T11:00:13+00:00,0.00774458996797608,227.555555555556,2020-02-12T09:20:10+00:00,2020-02-12T10:04:22+00:00
