timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:22:01+00:00,0,0,2020-02-10T22:12:04+00:00,2020-02-10T22:13:58+00:00
2020-02-11T23:00:22+00:00,0,0,2020-02-11T22:17:53+00:00,2020-02-11T22:19:47+00:00
