timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:21:54+00:00,0.00974429874571597,270.222222222222,2020-02-11T08:34:13+00:00,2020-02-11T08:34:13+00:00
2020-02-12T09:00:16+00:00,0.00629683027837005,270.222222222222,2020-02-12T08:33:43+00:00,2020-02-12T08:33:43+00:00
