timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T16:21:54+00:00,0.0078044035168531,391.111111111111,2020-02-11T08:23:21+00:00,2020-02-11T08:34:13+00:00
2020-02-12T09:00:16+00:00,0.00830269426980296,391.111111111111,2020-02-12T08:23:32+00:00,2020-02-12T08:33:43+00:00
