timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T08:00:22+00:00,141,209,4.9742937419492,0.0780000000000001,0.115,0.041,2020-02-10T22:09:17+00:00,2020-02-10T22:10:30+00:00,2020-02-10T22:13:58+00:00,2020-02-10T22:08:25+00:00,2020-02-10T22:08:25+00:00,2020-02-10T22:08:25+00:00
2020-02-11T16:14:54+00:00,141.222099375156,209.524833154888,4.9742937419492,0.0780000000000001,0.115,0.041,2020-02-10T22:09:17+00:00,2020-02-10T22:10:30+00:00,2020-02-10T22:13:58+00:00,2020-02-10T22:08:25+00:00,2020-02-10T22:08:25+00:00,2020-02-10T22:08:25+00:00
