Q0,Q1,Q2,Q3,Q4
0,348.444444444444,0,0,0
384,0,227.555555555556,497.777777777778,0
0,263.111111111111,0,0,0
0,462.222222222222,0,0,270.222222222222
0,0,0,305.777777777778,0
