timestamp,gate_error,gate_length,gate_error.date,gate_length.date
2020-02-11T08:00:19+00:00,0.012410272785189,480,2020-02-10T12:10:56+00:00,2020-02-10T12:10:56+00:00
2020-02-11T12:00:19+00:00,0.0101790937756463,480,2020-02-11T10:57:14+00:00,2020-02-11T10:57:14+00:00
