Q0,Q1,Q2,Q3,Q4
0,0.0108084401904188,0,0,0
0.0108084401904188,0,0.0141386508279436,0.0220987075589192,0
0,0.0141386508279436,0,0,0
0,0.0220987075589192,0,0,0.0110299901576011
0,0,0,0.0110299901576011,0
