timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:21:48+00:00,62.8019642973764,76.7084188172613,5.0304447184057,0.0235000000000001,0.037,0.01,2020-02-11T09:33:55+00:00,2020-02-11T09:36:57+00:00,2020-02-11T10:20:16+00:00,2020-02-11T09:33:08+00:00,2020-02-11T09:33:08+00:00,2020-02-11T09:33:08+00:00
2020-02-12T10:00:10+00:00,47.0343041091675,57.2452274212877,5.03044357724673,0.024,0.037,0.011,2020-02-12T09:19:51+00:00,2020-02-12T09:22:06+00:00,2020-02-12T09:52:59+00:00,2020-02-12T09:19:42+00:00,2020-02-12T09:19:42+00:00,2020-02-12T09:19:42+00:00
