timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:21:48+00:00,59.5756846356471,73.5340278831659,5.2864123044574,0.011,0.016,0.006,2020-02-11T09:33:55+00:00,2020-02-11T09:34:56+00:00,2020-02-11T10:20:16+00:00,2020-02-11T09:33:08+00:00,2020-02-11T09:33:08+00:00,2020-02-11T09:33:08+00:00
2020-02-12T10:00:10+00:00,59.2723541320428,73.5472237875419,5.2864168193684,0.00849999999999995,0.011,0.006,2020-02-12T09:19:51+00:00,2020-02-12T09:20:21+00:00,2020-02-12T09:52:59+00:00,2020-02-12T09:19:42+00:00,2020-02-12T09:19:42+00:00,2020-02-12T09:19:42+00:00
