timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:21:55+00:00,79.1974007984719,28.6943405589981,5.06584056135369,0.015,0.0166666666666667,0.0133333333333333,2020-02-11T09:31:04+00:00,2020-02-11T09:33:09+00:00,2020-02-11T10:53:49+00:00,2020-02-11T09:30:05+00:00,2020-02-11T09:30:05+00:00,2020-02-11T09:30:05+00:00
2020-02-12T12:00:36+00:00,61.8315384453626,31.026037626866,5.06585862517233,0.025,0.0433333333333333,0.00666666666666667,2020-02-12T09:44:49+00:00,2020-02-12T10:00:43+00:00,2020-02-12T11:25:28+00:00,2020-02-12T09:37:31+00:00,2020-02-12T09:37:31+00:00,2020-02-12T09:37:31+00:00
