Name,Freq,T1,T2,U1 err,U2 err,U3 err,Readout err
Q0,5.28640344362198,69.3841187585597,61.4914524648118,0,0.000528009792949275,0.00105601958589855,0.0105
Q1,5.23812855165033,57.8699636263279,55.8835667819665,0,0.000524282130826189,0.00104856426165238,0.019
Q2,5.03045892454505,49.0823092091914,47.2375444641837,0,0.000480210085021113,0.000960420170042227,0.0135000000000001
Q3,5.295440652956,62.2768515679001,31.6073146866927,0,0.000499040155909123,0.000998080311818246,0.013
Q4,5.08437210900034,46.9693771680872,58.1514786963764,0,0.000592749653504371,0.00118549930700874,0.0125
