Q0,Q1,Q2,Q3,Q4
0,0.0117574671012559,0,0,0
0.0117574671012559,0,0.00788769856552601,0.0141370382095136,0
0,0.00788769856552601,0,0,0
0,0.0141370382095136,0,0,0.00758622504878209
0,0,0,0.00758622504878209,0
