timestamp,queue
2020-02-07 18:52:07,0
2020-02-07 18:53:07,0
2020-02-07 18:54:07,0
2020-02-07 18:55:08,0
2020-02-07 18:56:07,0
2020-02-07 18:57:08,0
2020-02-07 18:58:07,0
2020-02-07 18:59:08,0
2020-02-07 19:00:11,0
2020-02-07 19:01:08,0
2020-02-07 19:02:07,0
2020-02-07 19:03:08,0
2020-02-07 19:04:07,0
2020-02-07 19:05:07,0
2020-02-07 19:06:07,0
2020-02-07 19:07:07,0
2020-02-07 19:08:08,0
2020-02-07 19:09:09,0
2020-02-07 19:10:11,0
2020-02-07 19:11:08,0
2020-02-07 19:12:07,0
2020-02-07 19:13:07,0
2020-02-07 19:14:07,0
2020-02-07 19:15:08,0
2020-02-07 19:16:07,0
2020-02-07 19:17:08,0
2020-02-07 19:18:07,0
2020-02-07 19:19:08,1
2020-02-07 19:20:11,0
2020-02-07 19:21:07,0
2020-02-07 19:22:08,0
2020-02-07 19:23:07,0
2020-02-07 19:24:08,0
2020-02-07 19:25:07,0
2020-02-07 19:26:08,0
2020-02-07 19:27:08,0
2020-02-07 19:28:08,0
2020-02-07 19:29:07,0
2020-02-07 19:30:11,0
2020-02-07 19:31:07,0
2020-02-07 19:32:07,0
2020-02-07 19:33:07,0
2020-02-07 19:34:07,0
2020-02-07 19:35:07,0
2020-02-07 19:36:07,0
2020-02-07 19:37:08,0
2020-02-07 19:38:07,0
2020-02-07 19:39:07,0
2020-02-07 19:40:10,0
2020-02-07 19:41:07,0
2020-02-07 19:42:07,0
2020-02-07 19:43:07,0
2020-02-07 19:44:07,0
2020-02-07 19:45:07,0
2020-02-07 19:46:08,0
2020-02-07 19:47:07,1
2020-02-07 19:48:08,0
2020-02-07 19:49:07,0
2020-02-07 19:50:11,0
2020-02-07 19:51:08,0
2020-02-07 19:52:08,0
2020-02-07 19:53:08,0
2020-02-07 19:54:07,0
2020-02-07 19:55:08,0
2020-02-07 19:56:07,0
2020-02-07 19:57:07,0
2020-02-07 19:58:08,0
2020-02-07 19:59:07,0
2020-02-07 20:00:12,0
2020-02-07 20:01:07,0
2020-02-07 20:02:08,0
2020-02-07 20:03:07,0
2020-02-07 20:04:07,0
2020-02-07 20:05:08,0
2020-02-07 20:06:07,0
2020-02-07 20:07:07,0
2020-02-07 20:08:08,0
2020-02-07 20:09:08,0
2020-02-07 20:10:11,0
2020-02-07 20:11:07,0
2020-02-07 20:12:08,0
2020-02-07 20:13:07,0
2020-02-07 20:14:08,0
2020-02-07 20:15:08,0
2020-02-07 20:16:07,0
2020-02-07 20:17:08,0
2020-02-07 20:18:08,0
2020-02-07 20:19:07,0
2020-02-07 20:20:11,0
2020-02-07 20:21:07,0
2020-02-07 20:22:07,0
2020-02-07 20:23:08,0
2020-02-07 20:24:08,0
2020-02-07 20:25:08,0
2020-02-07 20:26:07,0
2020-02-07 20:27:07,0
2020-02-07 20:28:08,0
2020-02-07 20:29:07,0
2020-02-07 20:30:12,0
2020-02-07 20:31:07,0
2020-02-07 20:32:08,0
2020-02-07 20:33:07,0
2020-02-07 20:34:08,0
2020-02-07 20:35:07,0
2020-02-07 20:36:07,0
2020-02-07 20:37:08,0
2020-02-07 20:38:07,0
2020-02-07 20:39:08,0
2020-02-07 20:40:11,0
2020-02-07 20:41:08,0
2020-02-07 20:42:07,0
2020-02-07 20:43:08,0
2020-02-07 20:44:07,0
2020-02-07 20:45:08,0
2020-02-07 20:46:07,0
2020-02-07 20:47:07,0
2020-02-07 20:48:08,0
2020-02-07 20:49:07,0
2020-02-07 20:50:11,0
2020-02-07 20:51:07,0
2020-02-07 20:52:07,0
2020-02-07 20:53:07,0
2020-02-07 20:54:08,0
2020-02-07 20:55:08,0
2020-02-07 20:56:08,0
2020-02-07 20:57:07,0
2020-02-07 20:58:08,0
2020-02-07 20:59:08,0
2020-02-07 21:00:12,0
2020-02-07 21:01:08,0
2020-02-07 21:02:08,0
2020-02-07 21:03:08,0
2020-02-07 21:04:07,0
2020-02-07 21:05:08,0
2020-02-07 21:06:07,0
2020-02-07 21:07:08,0
2020-02-07 21:08:07,0
2020-02-07 21:09:08,0
2020-02-07 21:10:11,0
2020-02-07 21:11:07,0
2020-02-07 21:12:08,0
2020-02-07 21:13:07,0
2020-02-07 21:14:08,0
2020-02-07 21:15:08,0
2020-02-07 21:16:07,0
2020-02-07 21:17:08,0
2020-02-07 21:18:07,0
2020-02-07 21:19:07,0
2020-02-07 21:20:11,0
2020-02-07 21:21:07,0
2020-02-07 21:22:08,0
2020-02-07 21:23:07,0
2020-02-07 21:24:07,0
2020-02-07 21:25:07,0
2020-02-07 21:26:08,0
2020-02-07 21:27:07,0
2020-02-07 21:28:08,0
2020-02-07 21:29:07,0
2020-02-07 21:30:12,0
2020-02-07 21:31:08,0
2020-02-07 21:32:07,0
2020-02-07 21:33:08,0
2020-02-07 21:34:07,0
2020-02-07 21:35:08,0
2020-02-07 21:36:07,0
2020-02-07 21:37:07,0
2020-02-07 21:38:07,0
2020-02-07 21:39:07,0
2020-02-07 21:40:11,0
2020-02-07 21:41:07,0
2020-02-07 21:42:07,0
2020-02-07 21:43:07,0
2020-02-07 21:44:07,0
2020-02-07 21:45:08,0
2020-02-07 21:46:07,0
2020-02-07 21:47:07,0
2020-02-07 21:48:07,0
2020-02-07 21:49:07,0
2020-02-07 21:50:11,0
2020-02-07 21:51:08,0
2020-02-07 21:52:07,0
2020-02-07 21:53:08,0
2020-02-07 21:54:07,0
2020-02-07 21:55:08,0
2020-02-07 21:56:07,0
2020-02-07 21:57:07,0
2020-02-07 21:58:07,0
2020-02-07 21:59:07,0
2020-02-07 22:00:11,0
2020-02-07 22:01:08,0
2020-02-07 22:02:07,0
2020-02-07 22:03:07,0
2020-02-07 22:04:08,0
2020-02-07 22:05:07,0
2020-02-07 22:06:07,0
2020-02-07 22:07:07,1
2020-02-07 22:08:07,0
2020-02-07 22:09:07,0
2020-02-07 22:10:11,0
2020-02-07 22:11:07,0
2020-02-07 22:12:09,0
2020-02-07 22:13:07,0
2020-02-07 22:14:07,0
2020-02-07 22:15:07,0
2020-02-07 22:16:07,0
2020-02-07 22:17:08,0
2020-02-07 22:18:07,0
2020-02-07 22:19:07,0
2020-02-07 22:20:11,0
2020-02-07 22:21:07,0
2020-02-07 22:22:08,0
2020-02-07 22:23:07,0
2020-02-07 22:24:08,0
2020-02-07 22:25:07,0
2020-02-07 22:26:08,0
2020-02-07 22:27:07,0
2020-02-07 22:28:07,0
2020-02-07 22:29:07,0
2020-02-07 22:30:13,0
2020-02-07 22:31:09,0
2020-02-07 22:32:07,0
2020-02-07 22:33:08,0
2020-02-07 22:34:08,0
2020-02-07 22:35:08,0
2020-02-07 22:36:08,0
2020-02-07 22:37:07,0
2020-02-07 22:38:08,0
2020-02-07 22:39:07,0
2020-02-07 22:40:12,0
2020-02-07 22:41:09,0
2020-02-07 22:42:07,0
2020-02-07 22:43:07,0
2020-02-07 22:44:07,0
2020-02-07 22:45:08,0
2020-02-07 22:46:07,0
2020-02-07 22:47:08,0
2020-02-07 22:48:07,0
2020-02-07 22:49:08,0
2020-02-07 22:50:12,0
2020-02-07 22:51:09,0
2020-02-07 22:52:08,1
2020-02-07 22:53:07,3
2020-02-07 22:54:08,2
2020-02-07 22:55:07,1
2020-02-07 22:56:08,3
2020-02-07 22:57:07,2
2020-02-07 22:58:08,3
2020-02-07 22:59:07,2
2020-02-07 23:00:12,1
2020-02-07 23:01:09,3
2020-02-07 23:02:07,2
2020-02-07 23:03:07,0
2020-02-07 23:04:07,2
2020-02-07 23:05:08,1
2020-02-07 23:06:07,3
2020-02-07 23:07:07,2
2020-02-07 23:08:07,1
2020-02-07 23:09:08,2
2020-02-07 23:10:10,1
2020-02-07 23:11:09,3
2020-02-07 23:12:07,2
2020-02-07 23:13:08,1
2020-02-07 23:14:07,3
2020-02-07 23:15:08,1
2020-02-07 23:16:07,3
2020-02-07 23:17:08,2
2020-02-07 23:18:07,1
2020-02-07 23:19:08,3
2020-02-07 23:20:11,1
2020-02-07 23:21:09,3
2020-02-07 23:22:08,2
2020-02-07 23:23:07,1
2020-02-07 23:24:08,3
2020-02-07 23:25:07,2
2020-02-07 23:26:08,0
2020-02-07 23:27:08,2
2020-02-07 23:28:07,1
2020-02-07 23:29:07,3
2020-02-07 23:30:11,2
2020-02-07 23:31:08,1
2020-02-07 23:32:08,3
2020-02-07 23:33:07,1
2020-02-07 23:34:07,3
2020-02-07 23:35:08,2
2020-02-07 23:36:08,1
2020-02-07 23:37:07,3
2020-02-07 23:38:07,1
2020-02-07 23:39:08,3
2020-02-07 23:40:10,2
2020-02-07 23:41:07,1
2020-02-07 23:42:07,3
2020-02-07 23:43:07,2
2020-02-07 23:44:07,3
2020-02-07 23:45:08,2
2020-02-07 23:46:07,1
2020-02-07 23:47:08,3
2020-02-07 23:48:07,2
2020-02-07 23:49:08,0
2020-02-07 23:50:11,2
2020-02-07 23:51:07,1
2020-02-07 23:52:07,3
2020-02-07 23:53:07,2
2020-02-07 23:54:07,1
2020-02-07 23:55:08,2
2020-02-07 23:56:07,1
2020-02-07 23:57:07,3
2020-02-07 23:58:07,2
2020-02-07 23:59:07,1
2020-02-08 00:00:12,3
2020-02-08 00:01:08,1
2020-02-08 00:02:08,3
2020-02-08 00:03:08,2
2020-02-08 00:04:07,1
2020-02-08 00:05:07,3
2020-02-08 00:06:08,2
2020-02-08 00:07:08,3
2020-02-08 00:08:07,2
2020-02-08 00:09:07,1
2020-02-08 00:10:12,3
2020-02-08 00:11:08,2
2020-02-08 00:12:08,1
2020-02-08 00:13:11,2
2020-02-08 00:14:11,1
2020-02-08 00:15:11,3
2020-02-08 00:16:11,2
2020-02-08 00:17:11,0
2020-02-08 00:18:10,2
2020-02-08 00:19:13,1
2020-02-08 00:20:15,3
2020-02-08 00:21:12,2
2020-02-08 00:22:11,1
2020-02-08 00:23:10,2
2020-02-08 00:24:10,1
2020-02-08 00:25:10,3
2020-02-08 00:26:11,2
2020-02-08 00:27:10,1
2020-02-08 00:28:10,3
2020-02-08 00:29:11,1
2020-02-08 00:30:15,3
2020-02-08 00:31:12,2
2020-02-08 00:32:11,1
2020-02-08 00:33:11,3
2020-02-08 00:34:11,1
2020-02-08 00:35:11,3
2020-02-08 00:36:11,2
2020-02-08 00:37:11,1
2020-02-08 00:38:11,3
2020-02-08 00:39:11,2
2020-02-08 00:40:15,3
2020-02-08 00:41:11,2
2020-02-08 00:42:10,1
2020-02-08 00:43:10,3
2020-02-08 00:44:11,2
2020-02-08 00:45:11,0
2020-02-08 00:46:11,2
2020-02-08 00:47:11,1
2020-02-08 00:48:10,3
2020-02-08 00:49:10,2
2020-02-08 00:50:14,0
2020-02-08 00:51:11,2
2020-02-08 00:52:10,1
2020-02-08 00:53:10,3
2020-02-08 00:54:10,2
2020-02-08 00:55:11,1
2020-02-08 00:56:12,2
2020-02-08 00:57:11,1
2020-02-08 00:58:10,3
2020-02-08 00:59:10,2
2020-02-08 01:00:14,1
2020-02-08 01:01:11,3
2020-02-08 01:02:11,1
2020-02-08 01:03:11,3
2020-02-08 01:04:10,2
2020-02-08 01:05:11,1
2020-02-08 01:06:10,3
2020-02-08 01:07:10,2
2020-02-08 01:08:11,3
2020-02-08 01:09:10,2
2020-02-08 01:10:14,1
2020-02-08 01:11:11,3
2020-02-08 01:12:11,2
2020-02-08 01:13:10,0
2020-02-08 01:14:10,2
2020-02-08 01:15:10,1
2020-02-08 01:16:10,3
2020-02-08 01:17:11,2
2020-02-08 01:18:10,1
2020-02-08 01:19:11,2
2020-02-08 01:20:14,1
2020-02-08 01:21:12,3
2020-02-08 01:22:11,2
2020-02-08 01:23:10,1
2020-02-08 01:24:11,3
2020-02-08 01:25:11,1
2020-02-08 01:26:11,3
2020-02-08 01:27:10,2
2020-02-08 01:28:10,1
