timestamp,T1,T2,frequency,readout_error,prob_meas0_prep1,prob_meas1_prep0,T1.date,T2.date,frequency.date,readout_error.date,prob_meas0_prep1.date,prob_meas1_prep0.date
2020-02-11T16:21:57+00:00,94.3732790847444,89.3739771656014,4.68693412538169,0.031,0.045,0.017,2020-02-11T09:19:40+00:00,2020-02-11T09:22:59+00:00,2020-02-11T10:57:14+00:00,2020-02-11T09:10:30+00:00,2020-02-11T09:10:30+00:00,2020-02-11T09:10:30+00:00
2020-02-12T09:00:19+00:00,98.5927663377333,84.3544609384062,4.6869289908676,0.0775,0.068,0.087,2020-02-12T08:21:43+00:00,2020-02-12T08:22:55+00:00,2020-02-12T08:54:43+00:00,2020-02-12T08:20:38+00:00,2020-02-12T08:20:38+00:00,2020-02-12T08:20:38+00:00
