Q0,Q1,Q2,Q3,Q4
0,0.00941571960824497,0,0,0
0.00941571960824497,0,0.0142777684275929,0.0153314017898299,0
0,0.0142777684275929,0,0,0
0,0.0153314017898299,0,0,0.012038161017846
0,0,0,0.012038161017846,0
